id,genres,cast,writers,production_companies,director,producers,original_language,runtime,rating,main_genre,lang,cast_count,writers_count,director_known
2049,Unknown,"Eric Prindle, Egidijus Valavicius, Carlos Eduardo Rocha, Austin Heidlage, Terry Davinney, Philipe Lins, Rameau Thierry Sokoudjou, James Thompson",Unknown,Unknown,Unknown,Unknown,en,82,5.0,Unknown,en,8,0,0
2050,"War, Comedy, Romance","Evgeniy Velikhov, Mikhail Zharov, Georgi Svetlani, Vitali Doronin, Vladimir Uralskiy, Yuri Lyubimov, Aleksandr Grave, Vladimir Balashov, Sergei Filippov, Lyudmila Tselikovskaya","Leonid Tur, Pyotr Tur",Mosfilm,Mikhail Zharov,Unknown,ru,85,5.444,War,ru,10,2,1
2051,"Drama, History","Olga Savelyeva, Elena Kovalchuk, Andrey Porubin, Vladimir Gartsunov, Nikita Volkov, Maxim Sevrinovsky, Corneliu Tarlapan, Sergey Volkov",Alexandra Likhacheva,"Ministry of Culture of the Russian Federation, Wish Media, MetraFilms",Alexandra Likhacheva,"Vyacheslav Murugov, Artem Vasilyev, Anna Shalashina, Maksim Rybakov",ru,105,10.0,Drama,ru,8,1,1
2052,"Comedy, Romance","Phairoj Jaising, Phaibunkiat Khiaogao, Sakuntala Teinpairoj, Tul Waltoonkiat, Thongpoom Siripipat, Kreangsak Riantong, Nawapol Lumpoon",Alongkod Euepaiboon,"Phranakorn Film, M39",Alongkod Euepaiboon,Napat Pavaputanont,th,99,5.0,Comedy,th,7,1,1
2053,"Action, Thriller, Mystery","Susumu Terajima, Yoko Tajitsu, Koichi Sato, Teruyuki Kagawa, Sadawo Abe, Takayuki Yamada, Mitsuru Fukikoshi, Ryoko Shinohara, Nao Omori, Masaya Kato","Shimako Satō, Takehiko Hata","Fuji Television Network, Kansai Television",Shimako Satō,"Hideki Inada, Hideki Yoshijo",ja,109,6.6,Action,ja,10,2,1
2054,Thriller,"George Hardy, Natalie Hultman, Michael Bienvenu","Brett Roberts, Paul Dale",Unknown,Paul Dale,Unknown,en,90,3.0,Thriller,en,3,2,1
2055,"Documentary, History","Merle Lister, Bettina Grossman","Maya Duverdier, Amélie van Elmbt",Unknown,"Maya Duverdier, Amélie van Elmbt",Martin Scorsese,en,80,5.0,Documentary,en,2,2,1
2056,Documentary,Unknown,Unknown,Unknown,Mike Ramsdell,Unknown,en,86,8.0,Documentary,en,0,0,1
2057,Documentary,"Agnetha Fältskog, Björn Ulvaeus, Benny Andersson, Tim Rice, Gary Barlow",Unknown,BBC,Samantha Peters,"Mark Cooper, Samantha Peters",en,60,6.9,Documentary,en,5,0,1
2058,Documentary,"George Knapp, Mickey Rourke, Joy White, Zack Slizewski, Bob Lazar, Jeremy Kenyon Lockyer Corbell, Layne Keck, Mario Santa Cruz, Phyllis Tucker",Jeremy Kenyon Lockyer Corbell,JKLC Productions,Jeremy Kenyon Lockyer Corbell,"Jim Martin, George Knapp, Jeremy Kenyon Lockyer Corbell",en,97,6.208,Documentary,en,9,1,1
2059,Documentary,"Jayne Mansfield, Janet Leigh, Heinz Maegerlein, Tony Curtis, Heinz Fischer-Karwin, Heribert Meisel, Mickey Hargitay",Unknown,"Marvin Becker Films, Sportfilm Produktion",Heribert Meisel,Hans Schubert,de,93,4.6,Documentary,de,7,0,1
2060,"Drama, Romance, History, TV Movie","Stephen Campbell Moore, Oliver Dimsdale, Julie Cox, Penny Downie, Jonny Lee Miller, Pauline Moran, Mark Bazeley, Vanessa Redgrave, Camilla Power, Philip Glenister, Jean-François Wolff, Michael Elwyn, Sally Hawkins, Natasha Little, Philip Anthony, Stanley Townsend, Tim Potter, David Ryall, Miles Richardson, Julian Firth, Branka Katić",Nick Dear,BBC Drama Group,Julian Farino,Ruth Baumgarten,en,147,5.0,Drama,en,21,1,1
2061,"Romance, Drama","Robert Davide, Sebastiano Pigazzi, Giampiero Judica, Giulio Brizzi, Nadia Rahman, Chiara Cavaliere, Nikolay Moss, Benjamin Mascolo, Jay Natelle, Emma Lo Bianco, Bonnie Baddoo, Marco Bucci, Bella Thorne, Mathias Novelli, Linda Zampaglione, Antonella Britti","Marco Belardi, Patrizia Fiorellini, Elisa Amoruso, Lorenzo Ura","Lotus Production, RAI, Voltage Pictures",Elisa Amoruso,Marco Belardi,en,108,6.481,Romance,en,16,4,1
2062,"Comedy, Romance","Sandra von Ruffin, Brooke Shields, Mike Goodenough, Steve Furst, Sophia Bush, Tara Dakides, Annika Vrklan, Daisy Carpenter, Millie Maidens, Graham Lee, Amber Atherton, Helen Duckhouse, Bill Bailey, Julia Jentsch, Alexandra Carlson, Jasmin Wilson, Rick Edwards, Beukes Willemse, Rebecca Lacey, Nora Rieser, Margot Rozies, Ava Vaughn, Ed Westwick, Gregor Bloéb, Chandra Ruegg, Georgie Marsh, Tom Goodman-Hill, Jo Martin, Angela Curran, Adam Bousdoukos, Kjersti Buaas, Georgia King, Hattie Hendrick, Patrick Finger, Tamsin Egerton, Felicity Jones, Jessica Hynes, Aimee Fuller, Silje Norendal, Tania Detomas, Ken Duken, Alex MacQueen, Nicholas Braun, Miquita Oliver, Bill Nighy, Kaye Allen, Aline Bock, Christian Stevenson",Tom Williams,"Kaleidoscope Films, UK Film Council, Aegis Film Fund, Prescience, Hindsight Media, OFI, Cine Tirol, Metropolis International Sales, FilmFernsehFonds Bayern, Deutscher Filmförderfonds, BKM, kulturelle Filmförderung des Bundes, CrossDay Productions Ltd., Neue Bioskop Film, Novotny & Novotny Filmproduktion",Phil Traill,"Dan Shepherd, Ralph Kamp, Tim Smith, Paul Brett, Harriet Rees, Reno Antoniades, Phil Hope, James Swarbrick, Pippa Cross, Wolfgang Behr, Dietmar Güntsche, Anthony Day",en,96,6.413,Comedy,en,48,1,1
2063,"Comedy, Horror","Ming Chen, Alan Merrill, Joey Koerner, Eric Jackman, Jamie Greco, Doug Weinmann, Kayla Lanzalaco, Amanda Flowers, Shea Helms, Adrian Esposito, Daniel Catania, Kirsten Eileen Dwyer, Leesa Rowland, Purple Pam Shelby, Gregory L. Black, Doug Sakmann, George Skoufalos, Kelly Polk, Nadia White, Bjarni Gautur, Alexandra Faye Sadeghian, Sheri Fairchild, Dai Green, Julie Anne Prescott, Matt Bruzzio, Dylan Mars Greenberg, Arlo Sanchez, Dolby Zaccarelli, John Patrick Brennan, Daði Garðarsson, Alexander Hauck, Whitney K. Clark, Ron Jeremy, Dwayne Mendez, Reverend Jen Miller, Tommy Pistol, Kyle Rappaport, Ashley Naglieri, Argyle Goolsby, Franklin Biff Levi, Martin Tsien, Ashling Doyle, Liam Regan, Joe Randazzo, Alexa Elmy, Kate McGarrigle, Nicole DeRose, Lisa Gaye, Kimberly Adragna, Eric Woodard, Bart Hyatt, Mick O'Keefe, Kolbe Handal, Zoë Geltman, Avi Ezor, Ahkai Franklin, Blade Braxton, Cindy Colon, Genoveva Rossi, Vada Callisto, Ron Mackay, Mala Wright, Erin Patrick Miller, Michael C. Urchin, Frank Nicosia, Dylan Greenberg, Teresa Hui, John Meacham, Kevin Thomas Klearman, Ben Galarza, Abraham Sparrow, Corrado Adamo, B.J. Thorne, Anthony Saint James, Flemming Laursen, Stephen Zambito, Derek Woodrow Johnson, Margaret Scura, Renee Soproxi, Ted Parker, Candace Hannah, Paul Nicholas Florio, Catherine Corcoran, Lloyd Kaufman, Alex Di Trolio, Stephanie Valkanas, Eli Bautista, Seby X. Martinez, Justin A. Martell, Bill Weeden, Jordana Moore, Rich Masotti, Alexander Gonzie, Rocko Zevenbergen, James N. Boylan, Zac Amico, Gregory Paul Smith, Conor McCarthy, Elizabeth D'Ambrosio, Liz Schack, Imran Paul Sheikh, Bailey C Elis, Sean Fennick, Cíara Constanti, Jesse VandenBergh, Jakob Skrzypa, Monique Dupree, Einar Darri, Michael Acosta, Shanta Pasika, Debbie Rochon, Alan Ceppos, Stuart Kiczek, Sean Michael Pheanis, Michael Lippert","William Shakespeare, Gabriel Friedman, Brandon Bassham, Lloyd Kaufman",Troma Entertainment,Lloyd Kaufman,"John Patrick Brennan, Lloyd Kaufman, Justin A. Martell",en,94,6.0,Comedy,en,115,4,1
2064,Adventure,Unknown,Unknown,Unknown,Christian Bricout,Unknown,fr,80,2.0,Adventure,fr,0,0,1
2065,"Crime, Mystery, Thriller, TV Movie","Pamela Reed, Camryn Manheim, Amanda Fuller, Sal Landi, Ellen Dubin, Richard Gross, Heather Tom, Ving Rhames, Kevin Mason, Michael P. McCarthy, Sean Haberle, Tony Danza, Michael M. Foley, Maureen McVerry","Ted Schwarz, Dennis Turner","Hill/Fields Entertainment, Leonard Hill Films",Bill L. Norton,"Ardythe Goergens, Joel Fields, Leonard Hill, Bernadette Caulfield",en,97,4.8,Crime,en,14,2,1
2066,"Thriller, Drama, Crime","Aaron Pedersen, Josh McConville, Daniel Pantovic, Abbey Lee, Moodi Dennaoui, Alexander Arco, Ryan Corr, Eddie Baroo, Aaron Fa'aoso, Matt Nable, Sam Parsonson, Soa Palelei, Gemma Sharpe, Simone Kessell, Adam T Perkins, Jacqui Williams","Richard Bradley, Mac Gudgeon, Matt Nable","See Pictures, ScreenWest, Metrol Technology, Kreo Films, Head Gear Films, Ticket to Ride",Stephen McCallum,"Stephen Boyle, Michael Pontin, Jamie Hilton, Compton Ross, Phil Hunt, Josh Pomeranz",en,92,5.0,Thriller,en,16,3,1
2067,"Drama, Comedy, Romance","Steve Mullins, Cheuk Wan-Chi, Chikako Aoyama, Liz Li Li-Lin, Chung Kiu-Chi, Lau Ching-wan, Lau Yee-San, Shya Wing-Hong, Scotea, Matt Chow Hoi-Kwong, Wong Pui-Yan, Karen Mok Man-Wai, Otto Chan Chi-Kin, Rosemary Vandenbroucke, Sal Samone, Stephen Fung, Wong Sou-Bik, Louis Koo, Chan Wan-Wan, Miho Yoshioka, Lee San-San, Gigi Leung Wing-Kei, Lau Siu-Mui, Ng Choi-Yuk, Maggie Yeung Man-Kei, Dante Lam, Asuka Higuchi, Tam Tin-Bo, Patrick Tam, Renee Wong Wai-Yan, Carina Lau, Crystal Tin Yue-Lai, Kin Chung Chan, Maria Chen, Jo Kuk Cho-Lam, Vindy Chan Wai-Yee, Caroline Caron, Michael Wai, Michael Clements","Amy Chin Siu-Wai, Chan Hing-Kai",Unknown,"Patrick Leung Pak-Kin, Chan Hing-Kai","Amy Chin Siu-Wai, Chan Hing-Kai",cn,105,5.433,Drama,cn,39,2,1
2068,"Drama, Crime, Thriller","Jerasak Pinsuwan, Thichet Yolayanprasert, Sansanee Wattananukul, Kowit Wattanakul, Wongwarut Tontrakul, Worrawit Udompornvanich, Deejai Dididi, Sirinuch Petchurai, Nattapon Teeprawiphat, Chaiyong Khampiam, Boriwat Yuto, Akarin Akaranitimaytharatt, Songwut Sricherdchutm, Jimmy Uampornwanich, Thawisut Muntaseree, Surattanavee Suviporn, Khensanut Hammerling, Cheathavuth Watcharakhun, Prinya Ngamwongwarn, Patcharasri Benjamas, Worrawut Seemaka, Anurak Seekerd, Sapat Patputthakorn, Theeranit Thamrongvinitchai, Phirom Aunprasert","Kittikorn Liasirikun, Dulyasit Niyomgul, Thanakorn Pongsuwan","Film Bangkok, BEC-TERO Entertainment",Kittikorn Liasirikun,"Sa-Nga Chatchairungruang, Brian L. Marcar",th,97,5.5,Drama,th,25,3,1
2069,Drama,"Félix Clément, Henri Maïk, Jean Schenone, Charles Vanel, Margo Lion, Aimé Gaillard, Clément Bairam, Edouard Hemme, Héléna Bossis, Miquel Villa, Jean-François Martial, Jean Chevrier, Nickla Valli","Norbert Carbonnaux, Jean Josipovici, Max-Joly, Edmond T. Gréville",Unknown,Edmond T. Gréville,André Verdet-Kleber,fr,87,6.714,Drama,fr,13,4,1
2070,Thriller,"Külliki Saldre, Niina Koponen, Oliver Rauam, Miika Ullakko, Outi Mäenpää, Maarja Jakobson, Kadri Kilp, Kene Vernik, Camilla O'Connor, Julius Lavonen, Max Ovaska, Ville Tiihonen, Janne Virtanen, Marten Tall, Kirsti Valve","Iiro Küttner, Petri Kotwica","Making Movies, Allfilm",Petri Kotwica,"Kaarle Aho, Ivo Felt, Kai Nordberg, Camilla O'Connor",fi,94,5.833,Thriller,fi,15,2,1
2071,"Action, Drama","Zaira Bueno, Paulo Guarnieri, Gloria Cristal , Rossana Ghessa, Suzane Carvalho, Vera Holtz, Gilson Moura, Henri Pagnoncelli",Michele Massimo Tarantini,"Brasil Produções Cinematográficas, RPA Cinematografica",Michele Massimo Tarantini,Chris Rodrigues,it,90,5.789,Action,it,8,1,1
2072,Action,"Tim Cutt, Karin Mani, Robert Torti, Britt Helfer, Jay Fisher, Claudia Decea, Jon Greene, Michael Wayne, Moriah Shannon",Robert E. Waters,Dragonfly Productions,"Ed Palmos, Al Valletta, Victor M. Ordonez","Edward L. Montoro, Robert E. Waters, Victor M. Ordonez",en,82,5.6,Action,en,9,1,1
2073,"Mystery, Thriller",Unknown,Unknown,CJ Entertainment,Unknown,Unknown,ko,123,5.78,Mystery,ko,0,0,0
2074,Comedy,"Sylvia Lopez, Anna Filippini, Christiane Nielsen, Franca Valeri, Liana Del Balzo, Alfredo Bianchini, Alberto Plebani, Ciccio Barbi, Vittorio De Sica, Piera Arico, Gina Mattarolo, Lydia Simoneschi, Maria Perschy, Franco Fabrizi, Nando Angelini, Vincenzo Talarico, Mara Berni, Alberto Sordi, Renzo Cesena, Carl Wery, Leopoldo Trieste, Mimo Billi, Antonio Nicotra, Mimmo Poli","Oreste Biancoli, Vincenzo Talarico, Rodolfo Sonego, Luciana Corda, Ettore Maria Margadonna","Avers Films, Napoleon Film",Giorgio Bianchi,Nino Crisman,it,93,6.4,Comedy,it,24,5,1
2075,Romance,"Annapoorna, Srikanth Meka, Jenny, Ravali, Ali Basha, L. B. Sriram, Kallu Chidambaram, Ananth Babu, Tanikella Bharani, Shivaji Raja, M. S. Narayana, K. Chakravarthy, Chalapathi Rao, Venniradai Nirmala, Sangeeta, Tanish Alladi, Chandramohan, Nutan Prasad, Brahmanandam, Rajendra Prasad, Nagarjuna Akkineni, Soundarya",Trivikram Srinivas,Unknown,R.R. Shinde,Unknown,te,160,5.0,Romance,te,22,1,1
2076,Documentary,"Ghada Amer, Caledonia Curry, Nancy Spero, Marina Abramović, Kiki Smith",Unknown,Di San Luca Films,Chiara Clemente,Unknown,en,85,7.4,Documentary,en,5,0,1
2077,Action,"Mitch Holleman, Robert Forster, Olivia Alexander, Steven Chase, Steve Daron, Patrick Johnson, Ashley Jackson, Michael Bailey Smith, Holly Dignard, Tom Williamson","Brian Herzlinger, Jay Black",Entertainment Factory,Brian Herzlinger,Unknown,en,75,5.4,Action,en,10,2,1
2078,"Family, Drama, Mystery","Ersin Umut Güler, Ümit Çırak, Aziz Akbeniz, Tamer Levent, Emre Çağrı Akbaba, Fatih Al, Hale Akınlı, Zümrüt Erkin, Sema Moritz, Figen Yalçınkaya, Ayten Uncuoğlu, Melek Çinar, Mesut Coşkun",Unknown,Atlanta Film,Mehmet Eryılmaz,Mehmet Eryılmaz,tr,127,5.8,Family,tr,13,0,1
2079,"Action, Thriller","Gary Daniels, Carey Scott, Sonia Couling, Jolene Andersen, Brahim Achabbakhe, Sarah Deakins, Craig Sheffer, Art Supawatt Purdy, Shane Alexander, Eric Roberts, Iván Kamarás","Paul Durand, John Patus, Leland Jourdan","Chankin Entertainment, Pure Flix Entertainment, Vision Scape Entertainment",James Chankin,"James Chankin, Michael Scott, David A.R. White, David Cuddy",en,95,3.7,Action,en,11,3,1
2080,"Comedy, Drama, Romance","Stephen Hsu, Jazzy Green, Christian Lopez, Meg White, Celeste McMillian, Kai Alexander, Alma Saraci, Jack Morocco, Steve Judkins, Andrea Gavric, Major W. Latimer, Amanda Hall, Patricia Gold, Ergi Saraci, Chelsea Combs, Caroline Heinle, Khelsy Raymond, Baylee Curran, John Gastaldo, Stephanie Trevizo-Lopez, Jon Gastaldo, Maxwell Gold, Louis Dezseran, Gioia Gastaldo, Julian Silver, Marlyse Londe, Craig Michaelson, Priyanka Singha, Geoffrey Kennedy, Kailena Mai, Nathan Douglas, Alexandra Lee, Paul D. Masterson",Alma Saraci,zep tepi films,Kai Alexander,"Kai Alexander, Alma Saraci, Sabrina Noorani",en,89,3.6,Comedy,en,33,1,1
2081,"Comedy, Action","Jo Won-seok, Park Dong-hyun, Seung-shin Lee, Julien Kang, Choi Jin-ho, Jeong-hwan Kong, Kim Ki-hyeon, Lee Won-jae, Kim Sung-min, Jeon Chang-geol, Lee Kyung-young, Son Chang-min, Lee Ye-eun, In Seong-ho, Kim Ki-ho, Park Sang-myeon, Seo Ji-hye, Ji Dae-han, Lee Sung-jae",Shim Seung-bo,"20th Century Fox Korea, Dooson Cinema, IM Pictures, CJ Entertainment, Mirovision",Shim Seung-bo,Kim Hyun-taek,ko,107,4.7,Comedy,ko,19,1,1
2082,Comedy,"Michel Audiard, Jacques Desrosiers, Céline Bernier, Robert Desroches, Andrée Cousineau, Michel Galabru, Christine Fabréga, Jean Lajeunesse, Marcel Gamache, Marcella Saint-Amant, Nathalie Courval, Réal Béland, Danielle Ouimet, Jean Lefebvre, Paul Berval, Léo Ilial, Françoise Lemieux, Rina Berti, Suzanne Langlois, Darry Cowl, René Caron, Daniel Ceccaldi","Jean Curtelin, Claude Mulot, Michel Lebrun",Unknown,Claude Mulot,Denis Héroux,fr,82,3.0,Comedy,fr,22,3,1
2083,"Music, Documentary","Steve Hackett, Amanda Lehmann, Rob Townsend, Roger King, Craig Blundell, Nad Sylvan, Jonas Reingold",Unknown,EMI Records Ltd.,Paul M,Unknown,en,142,7.0,Music,en,7,0,1
2084,Comedy,"Swaminathan, Aravind Akash, Manobala, Raasi, Shanmugasundaram, Sathyan Sivakumar, Raai Laxmi, Geetha Singh, Sona Heiden, Chaams, Premji Amaran, Chitra Lakshmanan, Roopashree, Krishnamoorthy, K. S. Ravikumar, Perarasu, Hardika Shetty, Anjali Devi, T. P. Gajendran, Vinay Rai, Badava Gopi, Chaplin Balu",P. T. Selvakumar,Cosmo & Boss,P. T. Selvakumar,"S. Sivakumar, R. Sivakumar",ta,150,3.2,Comedy,ta,22,1,1
2085,"Drama, War","Gloria Stuart, Ralph Morgan, Claudia Drake, Robert Barrat, Sigrid Gurie, Donald Woods, Beryl Wallace, H.B. Warner, Wolfgang Zilzer","Herbert Lippschitz, Alfred Zeisler",W.R. Frank Productions,Alfred Zeisler,Unknown,en,72,5.1,Drama,en,9,2,1
2086,"Animation, Family, Fantasy, Comedy","David Hemblen, Marion Day, Benedict Campbell, Adrian Egan",Brian Jacques,Unknown,Dean Howard,Unknown,en,84,7.375,Animation,en,4,1,1
2087,Drama,"Stuart Holmes, Larry Steers, Karolyn Grimes, C. Montague Shaw, Jean Del Val, Richard Fraser, Angela Lansbury, Susan Douglas, Count Stefenelli, Katherine Emery, Frances Dee, John Good, David Bond, Betty Fairfax, Olaf Hytten, William H. O'Brien, Alexander Pollard, Gloria Grafton, Lumsden Hare, Leonard Mudie, Warren William, Charles Trowbridge, Marie Wilson, John George, John Carradine, Rudy Germane, George Sanders, Ann Dvorak, Wyndham Standing, Philip Sleeman, Jack Deery, Albert Bassermann, Jeffrey Sayre, Hugo Haas","Guy de Maupassant, Albert Lewin","United Artists, David L. Loew Productions",Albert Lewin,David L. Loew,en,112,6.6,Drama,en,34,2,1
2088,"Romance, Drama, Crime, Thriller","Prema Narayan, Nimu Bhowmick, Rakhee Gulzar, Amitabh Bachchan, Abhi Bhattacharya, Asit Sen, Utpal Dutt, Amjad Khan, Sujit Kumar",Shaktipada Rajguru,Shakti Films,Shakti Samanta,Shakti Samanta,hi,148,7.2,Romance,hi,9,1,1
2089,Romance,"Lee Chae-dam, Yoo Ni, Lee Joon-hyuk-II, Han Seol-hwa",So Young-hwan,Unknown,Choi Min,Unknown,ko,74,3.1,Romance,ko,4,1,1
2090,"Drama, Comedy, Romance","Madison Walls, Veronica Mendoza, Shannon Gayle, Ursula Whittaker, Craig Robert Young, Nikki Christie, Steven Bauer, Diana Newton, Evelyn Edwards, Jonathan Bray, Robert Lewis Stephenson, Sara Fletcher, Cara Jedell, Hanna Hall, Ken Howard, Kiran Deol, Sy Richardson, John A. Graham, Rebecca Zamolo, Alice L. Walker, Brooke Stone",James Van Alden,Van Alden Pictures,James Van Alden,Joseph Devan,en,75,3.8,Drama,en,21,1,1
2091,Drama,"Hernán Castro, Carlos Mondaca, Alma Montiel","Tobias Barros, Miguel Frank",Unknown,Miguel Frank,Unknown,es,85,8.0,Drama,es,3,2,1
2092,"Animation, Romance, Science Fiction","Kimiko Yo, Hio Miyazawa, Ai Hashimoto, Maki Mizuno, Tokuma Nishioka",Riko Sakaguchi,"BAKKEN RECORD, dentsu, Toei Company, KDDI, KADOKAWA, Tatsunoko Production, OBS, Oita Godo Shimbun, Hayakawa Publishing, nekojarashi, MOTION GALLERY",Jun Matsumoto,"Kenzo Ishiguro, Tomoyuki Saito, Yukari Tachibana",ja,102,6.6,Animation,ja,5,1,1
2093,"Crime, Action, War","Jim Gaines, Chantal Mansfield, Ruel Vernal, Tony Carreon, Dick Ilford, Romano Kristoff, Jerry Bailey","Jim Gaines, Teddy Chiu",Silver Star Film Corporation,Teddy Chiu,K.Y. Lim,en,85,6.6,Crime,en,7,2,1
2094,"Action, Thriller","Terry Frost, Olga Fabian, Billy Nelson, Maris Wrixon, Dick Curtis, John Bleifer, Claire Rochelle, Edwin Maxwell, Marten Lamont, J. Carrol Naish, John Carradine","Martin Mooney, Irwin Franklyn","PRC, Alexander-Stern Productions",Steve Sekely,Unknown,en,68,5.143,Action,en,11,2,1
2095,Animation,"Nana Mizuki, Motoko Kumai, Chie Sato, Kiyomitsu Mizuuchi, Koichi Yamadera, Masako Nozawa, Rikako Aikawa",Takeshi Mori,"SUNRISE, Ajiado",Tomoko Iwasaki,Unknown,ja,77,10.0,Animation,ja,7,1,1
2096,"Drama, TV Movie","Anna Maria Horsford, Lucille Ball, Susan Batson, William Converse-Roberts, Stephen Lang, Daphne Zuniga",Rose Leiman Goldemberg,Gaylord Productions,George Schaefer,Merrill H. Karpf,en,100,6.0,Drama,en,6,1,1
2097,Drama,"Loreto Velásquez, Sol Saa Velásquez, Fernanda Toledo, Lorena Erpel, Paulina Moreno, Elizabeth Rodríguez, Luz Croxatto, Camilo Carmona","Evelyn Rivera, Constanza Tejo",Universidad del Desarrollo,Constanza Figari,"Nicolás Pradel, Valentina Roblero",es,67,8.0,Drama,es,8,2,1
2098,Comedy,"Conrad E. Palmisano, Tammy Taylor, Robin Watkins, Ernest Robinson, Robert Fiacco, Michael Winslow, Kelley Jean Brower, James 'Poorman' Trenton, Aimée Eccles, Marguerite Kimberley, Robert DeLapp, Gary Morgan, Sarah Buxton, Sherri Stoner, David Jolliffe, Mary Beth Evans, Stacey Toten, Greg Bradford, Albert Szabo, Paul Valentine, Don Michael Paul, Lynn Cartwright, Joyce Jameson, Frank Zagarino, Shecky Greene, Jonna Lee, Michael Lloyd, Miguel Ferrer, Todd Bryant, Claudia Cowan","William Byron Hillman, Michael Lloyd, Chip Hand",TriStar Pictures,Rod Amateau,"Michael Lloyd, Hal Taines",en,93,4.75,Comedy,en,30,3,1
2099,Unknown,"Nas, Paul Wall, Common, Dj Kid Capri, Voletta Wallace, Sean Combs, Fat Joe, Ice-T",Unknown,Unknown,Unknown,Unknown,en,90,8.7,Unknown,en,8,0,0
2100,Unknown,"Huai-chung Wu, Chie Tanaka",Unknown,Unknown,Lin Yu-hsien,Roger Huang Jiang-Feng,zh,85,3.0,Unknown,zh,2,0,1
2101,"Drama, Romance","Feby, Erwin St Bagindo, Matthew, Ricky Cuaca, Caitlin Halderman, Bryan Andrew, Ramzi, Thariq Aryanto, Puga Hilal, Jefri Nichol, Yayu Unru, Luna Aryanto, Baim Wow, Helsi Herlinda, Sidik Eduard, Kevin Royano, Noella Sisterina, Rianti Cartwright, Syahril, Virgoun, Julio, Carmela van der Kruk, Mario, Dian Nitami, Dhanna, Salshabilla Adriani, Yuvenss, Mark, Tuti Kembang Mentari, Amanda Manopo, Rosy Simatupang, Dina 'Sabun Colek', Rizky Hanggono, Zhafran, Mathias Muchus, Teuku Rizky Muhammad, Priilia Fariz, Meriam Bellina, Heru, Kamal Hakim","Tisa TS, Sukhdev Singh","Legacy Pictures, Screenplay Films",Rudi Aryanto,"Wicky V. Olindo, Sukhdev Singh",id,101,7.1,Drama,id,40,2,1
2102,Unknown,"James Smith, Tenille Dashwood, Pam Martinez, Matthew Rehwoldt, Matthew Adams, Alexis Cabrera, Chas Betts, Cory Weston, Daniel Wheeler, Kanako Urai, William Morrissey, David Michael Harwood, Matthew Cardona, Fergal Devitt, Seth Lesser, Rami Sebei, Ronnie Arneill, Eric Arndt, Dean Muhtadi, Samoa Joe, Jeff Sciullo, Sesugh Uhaa, Nathan Everhart, Nia Jax, Thomas Pestock",Unknown,Unknown,Unknown,Paul Michael Lévesque,en,127,6.857,Unknown,en,25,0,0
2103,Thriller,"Harold Burke, Jeff Pustil, Tim Matheson, David Nichols, Melissa Bell, Ted McGinley, Chris Britton, Sibongile Nene, John White, David Fraser, James Binkley, Corbin Bernsen, David Blacker, Jackie Harris Greenberg, Maria del Mar",Miguel Tejada-Flores,Unknown,Tim Matheson,Julian Marks,de,87,6.0,Thriller,de,15,1,1
